Channel;Entropy
Fp1;0,064357437908028
Fz;0,064419396736914
F3;0,062671160709793
F7;0,065408585531512
FT9;0,064337423568094
FC5;0,064825037881200
FC1;0,063046518356765
C3;0,074635431017476
T7;0,067926283073440
TP9;0,064481970927976
CP5;0,069707008341210
CP1;0,067821843000589
Pz;0,062610794784911
P3;0,056723130494969
P7;0,068254887913409
O1;0,072405078501133
Oz;0,068742173156422
O2;0,062101597150851
P4;0,073205879323556
P8;0,070462605626426
TP10;0,068563540200389
CP6;0,064076125034595
CP2;0,073337884247153
Cz;0,070718541464488
C4;0,066585349762518
T8;0,067520637381489
FT10;0,070319388057705
FC6;0,072809783998928
FC2;0,068170300481554
F4;0,067954091220666
F8;0,067742891544207
Fp2;0,071411735907137
AF7;0,062454749195357
AF3;0,062659030054842
AFz;0,064805377034955
F1;0,066150258300406
F5;0,059824642720367
FT7;0,066230579486334
FC3;0,069050728728790
FCz;0,069964585163823
C1;0,069428514267281
C5;0,069292406846000
TP7;0,060677805671930
CP3;0,071459857918809
P1;0,072631162509204
P5;0,063206023438141
PO7;0,065541568279031
PO3;0,065530908452460
POz;0,067365316891423
PO4;0,068076931176827
PO8;0,067570390948960
P6;0,069567778434666
P2;0,065567654969976
CP4;0,064779334457284
TP8;0,071063453186751
C6;0,070230692612908
C2;0,066794071173475
FC4;0,063629706422071
FT8;0,070091008789100
F6;0,067080378929749
F2;0,063098142739516
AF4;0,063019682480927
AF8;0,068962605588800
