Channel;Entropy
Fp1;0,000599431718599
Fz;0,005477497920811
F3;0,368966053237271
F7;0,000268320967565
FT9;0,001246394845721
FC5;0,019844380044690
FC1;0,694357387771128
C3;0,161119945073614
T7;0,019807662015982
TP9;0,023962887617642
CP5;0,125404712849025
CP1;0,718862666856786
Pz;0,799861068050748
P3;0,404535839921932
P7;0,135610254893573
O1;0,268783084647006
Oz;0,372413819862964
O2;0,392452054585925
P4;0,750897245486090
P8;0,492226790265453
TP10;0,308748572643232
CP6;0,273843471783789
CP2;0,445748705636969
Cz;2,697740831443353
C4;0,103976462476861
T8;0,039451402407256
FT10;0,015122352805840
FC6;0,008316389791576
FC2;0,066125757257909
F4;0,004225002679637
F8;0,001349501230389
Fp2;0,000026109428176
AF7;0,000653587979852
AF3;0,134487371261299
AFz;0,015511305138408
F1;0,001779703556046
F5;0,365360556190110
FT7;0,004748226185829
FC3;0,164755866413145
FCz;0,310413284973777
C1;0,864887195709426
C5;0,051569251125127
TP7;0,050760981635165
CP3;0,304532088868497
P1;0,623255541588439
P5;0,290471717040869
PO7;0,231370282408664
PO3;0,465373548073743
POz;0,439700052235308
PO4;0,677762996243034
PO8;0,450420260221757
P6;0,625819212268352
P2;0,744470554366763
CP4;0,447197055474386
TP8;0,264978758219898
C6;0,039867883860632
C2;0,236313380431401
FC4;0,066262159632083
FT8;0,007639905445867
F6;0,001379456432979
F2;0,005458863169494
AF4;0,002412700996533
AF8;0,000000000000000
